G217B gene name	G217B Annotation	G217B transcript	G217B predicted gene	G217B Pfam accession	G217B Pfam name	G217B Pfam description	Y footprint FPKM	H footprint FPKM	Y mRNA FPKM	H mRNA FPKM	Y footprint counts	H footprint counts	Y mRNA counts	H mRNA counts	Longer Leader	Leader Category	Y TE	H TE	mRNA Y/H
	SWR1-complex protein (Swc5)	ucsf_hc.01_1.G217B.00461	HISTO_AZ.Contig47.Fgenesh_histo.69.final_new	PF07572.7	BCNT	Bucentaur or craniofacial development	5.732572199758977	5.020842247403634	5.171287058462825	4.996466927284551	471.0	225.0	474.0	349.0			1.0717599960980926	0.5775947475060033	0.04573134635746712
	conserved protein of unknown function	ucsf_hc.01_1.G217B.00466	HISTO_AZ.Contig47.eannot.1575.final_new	PF12158.3	DUF3592	Protein of unknown function (DUF3592)	6.522314950232488	5.665676439984079	6.684808338980686	6.128836166194328	861.0	372.0	1431.0	809.0			0.34798146605374347	0.0900597011766715	0.4268833879655505
	eukaryotic translation initiation factor subunit eIF2B-gamma	ucsf_hc.01_1.G217B.00467	HISTO_AZ.Contig47.eannot.1549.final_new	PF00132.19|PF12804.2|PF09477.5|PF00483.18	Hexapep|NTP_transf_3|Type_III_YscG|NTP_transferase	Bacterial transferase hexapeptide (six repeats)|MobA-like NTP transferase domain|Bacterial type II secretion system chaperone protein (type_III_yscG)|Nucleotidyl transferase	5.458707820351238	5.983874522580534	5.426855217352734	6.399145156318556	548.0	617.0	796.0	1298.0			0.5423274578004453	0.13794879364889834	-1.1013787237866293
	conserved protein of unknown function	ucsf_hc.01_1.G217B.00473	HISTO_AZ.Contig47.eannot.1550.final_new				8.194420794573338	6.12411753675556	7.2456967047229845	7.098003095227158	4960.0	924.0	3816.0	2863.0			1.4591989446522944	-0.4206661310846771	0.01860482467501967
	no blast hit	ucsf_hc.01_1.G217B.00476	HISTO_AZ.Contig47.eannot.1577.final_new	PF06197.8|PF04892.7|PF07698.6	DUF998|VanZ|7TM-7TMR_HD	Protein of unknown function (DUF998)|VanZ like family|7TM receptor with intracellular HD hydrolase	-0.08762421601988109	1.7810210628502807	3.4887720317277644	4.634305627015963	7.0	20.0	124.0	228.0			-3.0659213929457043	-2.3000651367787617	-1.2746223801090055
	 protein of unknown function, conidia-enriched transcript 	ucsf_hc.01_1.G217B.00480	HISTO_AZ.Contig47-snap.63.final_new	PF06140.8	Ifi-6-16	Interferon-induced 6-16 family	2.985877955323562	2.4013506060281085	5.521227478764533	4.135990673695171	23.0	12.0	198.0	63.0			-2.0248746686390295		1.2561480202485544
	MFS oligopeptide transporter	ucsf_hc.01_1.G217B.00482	HISTO_AZ.Contig47.Fgenesh_Aspergillus.174.final_new	PF00854.16|PF07690.11|PF01545.16|PF07256.7	PTR2|MFS_1|Cation_efflux|DUF1435	POT family|Major Facilitator Superfamily|Cation efflux family|Protein of unknown function (DUF1435)	-0.6636535919710294	3.9192372045652553	5.558691561748409	6.082589708408237	8.0	150.0	887.0	1060.0			-5.711870298917498	-1.6101330764560613	-0.6529869314806351
	alpha-glucosidase	ucsf_hc.01_1.G217B.00483	HISTO_AZ.Contig47.Fgenesh_histo.98.final_new	PF01055.21|PF13802.1	Glyco_hydro_31|Gal_mutarotas_2	Glycosyl hydrolases family 31|Galactose mutarotase-like	0.7136444926936459	1.1135202883471744	4.238851591175706	3.3806554368412574	31.0	32.0	530.0	243.0			-3.014732243680119	-1.713915721107162	0.7291073695136419
	octanoyltransferase	ucsf_hc.01_1.G217B.00485	HISTO_AZ.Contig47.Fgenesh_Aspergillus.176.final_new	PF03099.14	BPL_LplA_LipB	Biotin/lipoate A/B protein ligase family	4.783416080743224	3.9096822692608164	5.963649701983987	5.778864460306707	178.0	76.0	599.0	438.0			-0.6697587664388212	-1.3159627636589697	0.05569645685647284
	TIM barrel metal-dependent hydrolase	ucsf_hc.01_1.G217B.00491	HISTO_AZ.Contig47.eannot.1582.final_new	PF04909.9	Amidohydro_2	Amidohydrolase	5.178744810679765	4.809200876212982	5.214184944183115	4.892280694429865	251.0	152.0	382.0	254.0			0.47503472129859103	0.4701396091700376	0.19281546493244317
CHA4	C6 transcription factor	ucsf_hc.01_1.G217B.00492	HISTO_AZ.Contig47.Fgenesh_Aspergillus.179.final_new	PF04082.13	Fungal_trans	Fungal specific transcription factor domain	7.588917234423847	4.454361174516625	7.560999328242981	6.330116019486001	2346.0	209.0	3417.0	1210.0			0.538392760982807	-1.322535417582455	1.1017945239361735
	threonyl-tRNA synthetase	ucsf_hc.01_1.G217B.00494	HISTO_AZ.Contig47.Fgenesh_histo.122.final_new	PF00587.20|PF03129.15	tRNA-synt_2b|HGTP_anticodon	tRNA synthetase class II core domain (G, H, P, S and T)|Anticodon binding domain	4.944331971041981	3.9363720156195883	5.881474487252305	5.48369242886383	383.0	149.0	1089.0	687.0			-0.42666766140838286	-0.9941009858573211	0.2686932735676679
	conserved protein of unknown function	ucsf_hc.01_1.G217B.00495	HISTO_AZ.Contig47-snap.71.final_new				4.924920514522931	5.399847015437721	4.641433059305595	5.150752137467568	309.0	336.0	377.0	446.0			0.793962310019277	0.8023143053570738	-0.6384078629827794
	C6 fungal specific transcription factor	ucsf_hc.01_1.G217B.00496	HISTO_AZ.Contig47.Fgenesh_histo.124.final_new	PF04082.13	Fungal_trans	Fungal specific transcription factor domain	-1.8929225517835477	1.6310745556991684	4.219626891316509	5.0346933798563445	4.0	36.0	411.0	601.0			-5.602074588298116	-2.8503993967702552	-0.944155273360642
	enoyl-CoA hydratase/isomerase	ucsf_hc.01_1.G217B.00497	HISTO_AZ.Contig47.eannot.1555.final_new	PF00378.15	ECH	Enoyl-CoA hydratase/isomerase family	3.99803432045112	5.070071058727673	5.417441224493411	5.428695515945076	107.0	176.0	425.0	356.0			-0.9089320492403496	0.19459497016951754	-0.14034307627247244
GLR1	glutathione-disulfide reductase	ucsf_hc.01_1.G217B.00498	HISTO_AZ.Contig47.eannot.1598.final_new	PF07992.9|PF02852.17|PF00070.22|PF13738.1|PF13434.1|PF02737.13|PF00890.19|PF12831.2|PF01262.16|PF03486.9|PF01134.17|PF01266.19	Pyr_redox_2|Pyr_redox_dim|Pyr_redox|Pyr_redox_3|K_oxygenase|3HCDH_N|FAD_binding_2|FAD_oxidored|AlaDh_PNT_C|HI0933_like|GIDA|DAO	Pyridine nucleotide-disulphide oxidoreductase|Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain|Pyridine nucleotide-disulphide oxidoreductase|Pyridine nucleotide-disulphide oxidoreductase|L-lysine 6-monooxygenase (NADPH-requiring)|3-hydroxyacyl-CoA dehydrogenase, NAD binding domain|FAD binding domain|FAD dependent oxidoreductase|Alanine dehydrogenase/PNT, C-terminal domain|HI0933-like protein|Glucose inhibited division protein A|FAD dependent oxidoreductase	6.7705446001565095	6.286957112411233	7.04328537362351	6.414111662731002	1335.0	747.0	2395.0	1287.0			0.23773408133494067	0.42606487706715246	0.5000849260717013
