pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description
EOG09265TO1	Transmembrane:Helical	451864	515849	Podospora anserina S mat+	515849:000009	ATP8	A6L
EOG09265TO1	Transmembrane:Helical	451864	526221	Verticillium alfalfae VaMs.102	526221:000020	C9SZA0	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	544711	Histoplasma capsulatum H88	544711:000f2c	F0UWF2	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	544712	Histoplasma capsulatum H143	544712:002090	C6HTL5	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	554373	Moniliophthora perniciosa FA553	554373:001c9c	ATP8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	559292	Saccharomyces cerevisiae S288c	559292:00016b	ATP8	A6L
EOG09265TO1	Transmembrane:Helical	451864	559295	Lachancea thermotolerans CBS 6340	559295:00090d	atp8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	559298	Blastomyces gilchristii SLH14081	559298:0020dd	C5K428	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	559304	Millerozyma farinosa CBS 7064	559304:001da7	atp8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	574961	Saccharomyces cerevisiae JAY291	574961:000943	ATP8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	645133	Colletotrichum graminicola M1.001	645133:000ca2	E3CUA2	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	665024	Bipolaris maydis ATCC 48331	665024:001755	N4WYU1	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	665912	Bipolaris sorokiniana ND90Pr	665912:002d91	M2R045	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	671987	Setosphaeria turcica Et28A	671987:000c32	R0KLN5	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	701091	Bipolaris maydis C5	701091:002520	M2UBG3	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:000733	K7_ATP8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	759272	Chaetomium thermophilum var. thermophilum DSM 1495	759272:000e57	G1DJA8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	771870	Sordaria macrospora k-hell	771870:001cb2	atp8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	858893	Exophiala dermatitidis NIH/UT8656	858893:00119f	H5WH75	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	861557	Pyrenophora teres f. teres 0-1	861557:002562	E3RTS0	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	985895	Leptosphaeria maculans JN3	985895:0022cb	E4ZKC7	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1033177	Aspergillus kawachii IFO 4308	1033177:0014bf	atp8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1064592	Naumovozyma castellii CBS 4309	1064592:000e0f	ATP8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1104152	Glarea lozoyensis 74030	1104152:001dee	atp8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1108050	Rhizoctonia solani AG-1 IB	1108050:00103c	atp8	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1126212	Macrophomina phaseolina MS6	1126212:002f14	K2RRJ3	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1168221	Coniosporium apollinis CBS 100218	1168221:000e89	R7YNN3	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1170229	Penicillium digitatum PHI26	1170229:001ba9	K9F402	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1170230	Penicillium digitatum Pd1	1170230:000caa	K9F3Z0	Transmembrane:Helical
EOG09265TO1	Transmembrane:Helical	451864	1287680	Neofusicoccum parvum UCRNP2	1287680:001d0d	R1GM01	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	227321	Aspergillus nidulans FGSC A4	227321:001dfd	H9D0P1	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	229533	Fusarium graminearum PH-1	229533:0032f8	A5J074	NA
EOG09265B1Y	ATP synthase subunit a	451864	235443	Cryptococcus neoformans var. grubii H99	235443:00007c	ATP6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	237561	Candida albicans SC5314	237561:000050	ATP6	ATP synthase subunit 6
EOG09265B1Y	ATP synthase subunit a	451864	237631	Ustilago maydis 521	237631:00001b	ATP6	F-ATPase protein 6
EOG09265B1Y	ATP synthase subunit a	451864	240176	Coprinopsis cinerea okayama7#130	240176:00066b	D6RR46	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	284590	Kluyveromyces lactis NRRL Y-1140	284590:00005e	ATP6	ATP synthase subunit 6
EOG09265B1Y	ATP synthase subunit a	451864	284591	Yarrowia lipolytica CLIB122	284591:00003a	ATP6	F-ATPase protein 6
EOG09265B1Y	ATP synthase subunit a	451864	284592	Debaryomyces hansenii CBS767	284592:000041	ATP6	ATP synthase subunit 6
EOG09265B1Y	ATP synthase subunit a	451864	284593	Candida glabrata CBS 138	284593:000056	ATP6	ATP synthase subunit 6
EOG09265B1Y	ATP synthase subunit a	451864	284811	Eremothecium gossypii ATCC 10895	284811:00005c	ATP6	F-ATPase protein 6
EOG09265B1Y	ATP synthase subunit a	451864	284812	Schizosaccharomyces pombe 972h-	284812:0000f8	atp6	F-ATPase protein 6
EOG09265B1Y	ATP synthase subunit a	451864	307796	Saccharomyces cerevisiae YJM789	307796:00033c	ATP6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	321614	Parastagonospora nodorum SN15	321614:000352	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	330879	Aspergillus fumigatus Af293	330879:000a32	H9CJQ4	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	331117	Neosartorya fischeri NRRL 181	331117:000b2f	H9CNP3	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	332952	Aspergillus flavus NRRL3357	332952:000b64	H9CNZ4	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	336722	Zymoseptoria tritici IPO323	336722:00060b	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	341663	Aspergillus terreus NIH2624	341663:0007cf	H9CP10	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	344612	Aspergillus clavatus NRRL 1	344612:00038e	H9CNX4	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	367110	Neurospora crassa OR74A	367110:000048	atp-6	F-ATPase protein 6
EOG09265B1Y	ATP synthase subunit a	451864	383855	Pseudocercospora fijiensis CIRAD86	383855:0010ba	M3AJW7	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459:00206c	H6QQX5	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459:001940	E3JTB4	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	436907	Vanderwaltozyma polyspora DSM 70294	436907:000032	ATP6	ATP synthase subunit 6
EOG09265B1Y	ATP synthase subunit a	451864	441959	Talaromyces stipitatus ATCC 10500	441959:0002da	H9CNL9	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	441960	Talaromyces marneffei ATCC 18224	441960:000890	M4GGS7	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	447093	Histoplasma capsulatum G186AR	447093:000537	C0P1F7	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	451804	Aspergillus fumigatus A1163	451804:000a05	H9CJN5	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	486041	Laccaria bicolor S238N-H82	486041:0040fd	B0DUG0	NA
EOG09265B1Y	ATP synthase subunit a	451864	500485	Penicillium rubens Wisconsin 54-1255	500485:0008c1	H9CNR4	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	502780	Paracoccidioides brasiliensis Pb18	502780:0004f0	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	510516	Aspergillus oryzae RIB40	510516:000862	H9CNV3	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	510951	Neurospora tetrasperma FGSC 2508	510951:000bfc	F8MRN5	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	510952	Neurospora tetrasperma FGSC 2509	510952:002363	G4UUH1	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	515849	Podospora anserina S mat+	515849:000008	ATP6	F-ATPase protein 6
EOG09265B1Y	ATP synthase subunit a	451864	526221	Verticillium alfalfae VaMs.102	526221:001b60	C9SZ99	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	526221	Verticillium alfalfae VaMs.102	526221:0006eb	C9SZB2	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	544711	Histoplasma capsulatum H88	544711:00045d	F0UWF1	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	544712	Histoplasma capsulatum H143	544712:00058d	C6HTL4	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	554373	Moniliophthora perniciosa FA553	554373:00047e	ATP6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	559292	Saccharomyces cerevisiae S288c	559292:000169	ATP6	F-ATPase protein 6
EOG09265B1Y	ATP synthase subunit a	451864	559295	Lachancea thermotolerans CBS 6340	559295:0001ac	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	559297	Blastomyces dermatitidis ER-3	559297:0002bc	C5GYN0	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	559298	Blastomyces gilchristii SLH14081	559298:0003ba	C5K427	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	559304	Millerozyma farinosa CBS 7064	559304:000d13	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	578457	Serpula lacrymans var. lacrymans S7.9	578457:001ccf	F8NQB2	NA
EOG09265B1Y	ATP synthase subunit a	451864	597362	Agaricus bisporus var. burnettii JB137-S8	597362:0006b0	K5WTY2	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	645133	Colletotrichum graminicola M1.001	645133:000392	E3CUA3	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	656061	Tuber melanosporum Mel28	656061:00024a	D5GDY7	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	660122	Nectria haematococca mpVI 77-13-4	660122:00037f	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	665024	Bipolaris maydis ATCC 48331	665024:000863	N4WS10	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:0005b7	K7_ATP6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	743788	Fomitopsis pinicola FP-58527 SS1	743788:001e26	S8DV13	NA
EOG09265B1Y	ATP synthase subunit a	451864	743788	Fomitopsis pinicola FP-58527 SS1	743788:001dff	S8DKJ9	NA
EOG09265B1Y	ATP synthase subunit a	451864	747676	Melampsora larici-populina 98AG31	747676:001fca	F4RNQ3	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	759272	Chaetomium thermophilum var. thermophilum DSM 1495	759272:000326	G1DJA9	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	771870	Sordaria macrospora k-hell	771870:000302	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	858893	Exophiala dermatitidis NIH/UT8656	858893:000183	H5WH76	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	871575	Ogataea parapolymorpha DL-1	871575:000b74	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	914234	Gelatoporia subvermispora B	914234:000acd	M2RMX6	NA
EOG09265B1Y	ATP synthase subunit a	451864	936435	Serpula lacrymans var. lacrymans S7.3	936435:000627	F8QI97	Transmembrane:Helical
EOG09265B1Y	ATP synthase subunit a	451864	981350	Komagataella pastoris CBS 7435	981350:000049	ATP6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	999809	Sporisorium reilianum SRZ2	999809:00033f	E6ZZ97	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	999810	Botrytis cinerea T4	999810:0025a6	G2YV27	NA
EOG09265B1Y	ATP synthase subunit a	451864	1033177	Aspergillus kawachii IFO 4308	1033177:000831	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1064592	Naumovozyma castellii CBS 4309	1064592:000447	ATP6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1072389	Marssonina brunnea f. sp. multigermtubi MB_m1	1072389:000415	ATP6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1104152	Glarea lozoyensis 74030	1104152:000166	atp6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1108050	Rhizoctonia solani AG-1 IB	1108050:00074a	atp6-2	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1108050	Rhizoctonia solani AG-1 IB	1108050:0000d3	atp6-1	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1109443	Piriformospora indica DSM 11827	1109443:0003cd	G4U3F6	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1160506	Aspergillus oryzae 3.042	1160506:0001c6	I6SYC8	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1170229	Penicillium digitatum PHI26	1170229:000518	K9FSH7	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1170230	Penicillium digitatum Pd1	1170230:00040a	K9FSH1	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1220162	Trichosporon asahii var. asahii CBS 8904	1220162:000562	K1VDV1	ATP synthase subunit a
EOG09265B1Y	ATP synthase subunit a	451864	1290391	Botrytis cinerea BcDW1	1290391:00165f	M7U2X0	NA
EOG09265SXD	ATPase, F0 complex, subunit C	451864	227321	Aspergillus nidulans FGSC A4	227321:000055	atp9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	229533	Fusarium graminearum PH-1	229533:0007f5	I1RPR9	Transmembrane:Helical
EOG09265SXD	ATPase, F0 complex, subunit C	451864	235443	Cryptococcus neoformans var. grubii H99	235443:00022b	J9VK63	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	237561	Candida albicans SC5314	237561:000052	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	237631	Ustilago maydis 521	237631:00001d	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	240176	Coprinopsis cinerea okayama7#130	240176:000519	D6RR44	ATP synthase subunit 9, mitochondrial
EOG09265SXD	ATPase, F0 complex, subunit C	451864	242507	Magnaporthe oryzae 70-15	242507:0007d3	G4MSA9	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	242507	Magnaporthe oryzae 70-15	242507:0003bd	G4NDQ1	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	284590	Kluyveromyces lactis NRRL Y-1140	284590:000061	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	284591	Yarrowia lipolytica CLIB122	284591:00003c	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	284592	Debaryomyces hansenii CBS767	284592:000043	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	284593	Candida glabrata CBS 138	284593:000058	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	284811	Eremothecium gossypii ATCC 10895	284811:00005f	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	284812	Schizosaccharomyces pombe 972h-	284812:0000fb	atp9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	306901	Chaetomium globosum CBS 148.51	306901:0005b7	Q2HBT4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	306901	Chaetomium globosum CBS 148.51	306901:000180	Q2GQX4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	307796	Saccharomyces cerevisiae YJM789	307796:000301	ATP9	ATP synthase subunit 9, mitochondrial
EOG09265SXD	ATPase, F0 complex, subunit C	451864	321614	Parastagonospora nodorum SN15	321614:00044c	Q0U4I0	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	330879	Aspergillus fumigatus Af293	330879:000b00	Q4WPI2	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	331117	Neosartorya fischeri NRRL 181	331117:0004c0	A1CX26	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	332952	Aspergillus flavus NRRL3357	332952:0002e6	B8N967	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	336722	Zymoseptoria tritici IPO323	336722:000609	F9XI64	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	336722	Zymoseptoria tritici IPO323	336722:000608	F9X7M5	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	341663	Aspergillus terreus NIH2624	341663:00045f	Q0CM16	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	344612	Aspergillus clavatus NRRL 1	344612:000675	A1CHP4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	367110	Neurospora crassa OR74A	367110:00004c	oli	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	383855	Pseudocercospora fijiensis CIRAD86	383855:000343	M3B6W1	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	413071	Trichoderma virens Gv29-8	413071:000060	G9MNL2	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	425011	Aspergillus niger CBS 513.88	425011:0015c0	A2QJT4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	426418	Pyrenophora tritici-repentis Pt-1C-BFP	426418:0006ba	B2W3H8	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	426428	Fusarium oxysporum f. sp. lycopersici 4287	426428:00038f	J9MXW3	NA
EOG09265SXD	ATPase, F0 complex, subunit C	451864	431241	Trichoderma reesei QM6a	431241:000608	G0RIY1	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	436907	Vanderwaltozyma polyspora DSM 70294	436907:000034	ATP9	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	441959	Talaromyces stipitatus ATCC 10500	441959:0004f3	B8MHS4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	441960	Talaromyces marneffei ATCC 18224	441960:0001e3	B6QLG4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	451804	Aspergillus fumigatus A1163	451804:000524	B0Y6C8	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	452589	Trichoderma atroviride IMI 206040	452589:00055f	atp9	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	498257	Verticillium dahliae VdLs.17	498257:00071c	G2WSR6	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	500485	Penicillium rubens Wisconsin 54-1255	500485:00049e	B6HJ50	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	510516	Aspergillus oryzae RIB40	510516:00097f	Q2UH38	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	510951	Neurospora tetrasperma FGSC 2508	510951:000440	F8MUN4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	510952	Neurospora tetrasperma FGSC 2509	510952:0002f6	G4UYC3	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	515849	Podospora anserina S mat+	515849:0000fc	B2AKW6	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	515849	Podospora anserina S mat+	515849:00005c	B2APB0	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	526221	Verticillium alfalfae VaMs.102	526221:00062e	C9SGG6	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	546991	Blumeria graminis f. sp. hordei DH14	546991:0003ab	N1JQ23	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	554373	Moniliophthora perniciosa FA553	554373:00047f	ATP9	ATP synthase subunit 9, mitochondrial
EOG09265SXD	ATPase, F0 complex, subunit C	451864	559292	Saccharomyces cerevisiae S288c	559292:00016c	OLI1	Lipid-binding protein
EOG09265SXD	ATPase, F0 complex, subunit C	451864	559295	Lachancea thermotolerans CBS 6340	559295:0001c4	atp9	ATP synthase subunit 9, mitochondrial
EOG09265SXD	ATPase, F0 complex, subunit C	451864	559304	Millerozyma farinosa CBS 7064	559304:000cd8	atp9	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	573729	Myceliophthora thermophila ATCC 42464	573729:0021bc	G2QK84	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	573729	Myceliophthora thermophila ATCC 42464	573729:001028	G2QG41	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	574961	Saccharomyces cerevisiae JAY291	574961:000109	OLI1	ATP synthase subunit 9, mitochondrial
EOG09265SXD	ATPase, F0 complex, subunit C	451864	578455	Thielavia terrestris NRRL 8126	578455:000542	G2R7S5	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	644352	Gaeumannomyces graminis var. tritici R3-111a-1	644352:0005db	GGTG_05373	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	644358	Magnaporthiopsis poae ATCC 64411	644358:0002e0	M4FUF5	NA
EOG09265SXD	ATPase, F0 complex, subunit C	451864	645133	Colletotrichum graminicola M1.001	645133:000120	E3Q915	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	655819	Beauveria bassiana ARSEF 2860	655819:000276	J4KQP6	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	655827	Metarhizium acridum CQMa 102	655827:00076d	E9DWC4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	655844	Metarhizium robertsii ARSEF 23	655844:000565	E9EXC9	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	655863	Grosmannia clavigera kw1407	655863:000713	F0XN88	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	656061	Tuber melanosporum Mel28	656061:0001bf	D5GGC0	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	658429	Pseudogymnoascus destructans 20631-21	658429:00042e	L8GDQ1	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	660025	Fusarium oxysporum Fo5176	660025:000341	F9FN79	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	660122	Nectria haematococca mpVI 77-13-4	660122:000983	C7YPV3	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	665024	Bipolaris maydis ATCC 48331	665024:0006a5	N4X6D4	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	665079	Sclerotinia sclerotiorum 1980 UF-70	665079:000551	A7EQC6	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	665912	Bipolaris sorokiniana ND90Pr	665912:0002a3	M2SJB1	Similarity:Belongs to the ATPase C chain family.
EOG09265SXD	ATPase, F0 complex, subunit C	451864	671987	Setosphaeria turcica Et28A	671987:000045	R0KIB8	Similarity:Belongs to the ATPase C chain family.
