pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	284591	Yarrowia lipolytica CLIB122	284591:0010c7	Q6C9H8	Similarity:Contains 1 SH3 domain.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	284592	Debaryomyces hansenii CBS767	284592:0011a0	Q6BKC8	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	284593	Candida glabrata CBS 138	284593:001357	Q6FWY4	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	284811	Eremothecium gossypii ATCC 10895	284811:001012	Q753P8	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	284812	Schizosaccharomyces pombe 972h-	284812:000c76	gus1	Glutamyl-tRNA synthetase
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	284813	Encephalitozoon cuniculi GB-M1	284813:0000e8	Q8SSE4	Glutamyl-tRNA synthetase
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	285006	Saccharomyces cerevisiae RM11-1a	285006:0008cf	B3LHT7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	294746	Meyerozyma guilliermondii ATCC 6260	294746:000954	A5DAV9	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	294747	Candida tropicalis MYA-3404	294747:00129d	C5MG69	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	294748	Candida albicans WO-1	294748:001590	C4YTD1	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	306901	Chaetomium globosum CBS 148.51	306901:00267c	Q2GWP7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	306901	Chaetomium globosum CBS 148.51	306901:0022e5	Q2GXY1	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	306901	Chaetomium globosum CBS 148.51	306901:000fac	Q2H824	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	306902	Clavispora lusitaniae ATCC 42720	306902:000828	C4Y8S5	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	307796	Saccharomyces cerevisiae YJM789	307796:00147d	GUS1	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	321614	Parastagonospora nodorum SN15	321614:001e43	Q0UB84	Aminoacyl-tRNA synthetase, class I, conserved site
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	322104	Scheffersomyces stipitis CBS 6054	322104:001526	SYE1	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	330879	Aspergillus fumigatus Af293	330879:001ce6	Q4WEL2	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	330879	Aspergillus fumigatus Af293	330879:00095c	Q4WEM7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	331117	Neosartorya fischeri NRRL 181	331117:0012e1	A1CZX7	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	331117	Neosartorya fischeri NRRL 181	331117:0008a1	A1CZW1	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	332952	Aspergillus flavus NRRL3357	332952:00322d	B8NQE1	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	332952	Aspergillus flavus NRRL3357	332952:002298	B8NAX7	Glutamyl/glutaminyl-tRNA synthetase, class Ib, alpha-bundle domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	332952	Aspergillus flavus NRRL3357	332952:000351	B8NQF7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	336722	Zymoseptoria tritici IPO323	336722:002074	F9XIA5	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	336722	Zymoseptoria tritici IPO323	336722:000fd6	F9XHM8	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	336963	Uncinocarpus reesii 1704	336963:001dab	C4JM29	Similarity:Belongs to the eIF-2B alpha/beta/delta subunits family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	336963	Uncinocarpus reesii 1704	336963:001502	C4JZA6	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	339724	Histoplasma capsulatum NAm1	339724:000983	A6QX12	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	339724	Histoplasma capsulatum NAm1	339724:0006b5	A6QT26	Transglutaminase-like
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	341663	Aspergillus terreus NIH2624	341663:000b9c	Q0CE09	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	341663	Aspergillus terreus NIH2624	341663:000abb	Q0CYQ6	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	341663	Aspergillus terreus NIH2624	341663:0009f9	Q0CE28	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	344612	Aspergillus clavatus NRRL 1	344612:001b62	A1C4Z8	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	344612	Aspergillus clavatus NRRL 1	344612:000237	A1C4Y2	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	367110	Neurospora crassa OR74A	367110:0021a7	V5ILL8	Transglutaminase-like
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	367110	Neurospora crassa OR74A	367110:0009eb	V5ILW9	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	367110	Neurospora crassa OR74A	367110:000803	Q1K698	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	367775	Cryptococcus gattii WM276	367775:000f4f	E6R7H0	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	379508	Lodderomyces elongisporus NRRL YB-4239	379508:000961	A5E7A7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	380704	Aspergillus niger ATCC 1015	380704:002342	G3XLN2	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	380704	Aspergillus niger ATCC 1015	380704:000a44	G3XLL7	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	383855	Pseudocercospora fijiensis CIRAD86	383855:002d4b	M3AXB1	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	383855	Pseudocercospora fijiensis CIRAD86	383855:002451	M3AD49	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	402676	Schizosaccharomyces japonicus yFS275	402676:0011af	B6K3T6	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	413071	Trichoderma virens Gv29-8	413071:002f70	G9MDU2	Cohesin loading factor
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	413071	Trichoderma virens Gv29-8	413071:002045	G9MZD1	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459:00389b	E3L4J4	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	425011	Aspergillus niger CBS 513.88	425011:001d96	A2QUK7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	425011	Aspergillus niger CBS 513.88	425011:000e18	A2QUI5	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	425265	Malassezia globosa CBS 7966	425265:000eda	A8Q789	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	426418	Pyrenophora tritici-repentis Pt-1C-BFP	426418:0012d2	B2WM03	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	426418	Pyrenophora tritici-repentis Pt-1C-BFP	426418:000dd6	B2WHL0	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	426428	Fusarium oxysporum f. sp. lycopersici 4287	426428:003f6a	J9NEL8	
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	426428	Fusarium oxysporum f. sp. lycopersici 4287	426428:0037e4	J9MFA8	
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	426428	Fusarium oxysporum f. sp. lycopersici 4287	426428:001f7e	J9MFA7	
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	431241	Trichoderma reesei QM6a	431241:00102c	G0RHK1	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	431241	Trichoderma reesei QM6a	431241:000ec8	G0R7G4	Cohesin loading factor
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	436907	Vanderwaltozyma polyspora DSM 70294	436907:000a07	A7TPG0	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	441959	Talaromyces stipitatus ATCC 10500	441959:0029b4	B8MDC8	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	441959	Talaromyces stipitatus ATCC 10500	441959:001791	B8MDK7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	441960	Talaromyces marneffei ATCC 18224	441960:0024ad	B6QFM6	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	441960	Talaromyces marneffei ATCC 18224	441960:002018	B6QFH2	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	443226	Coccidioides posadasii str. Silveira	443226:001ee0	E9D080	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	443226	Coccidioides posadasii str. Silveira	443226:000bbd	E9DBA1	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	447093	Histoplasma capsulatum G186AR	447093:0021c9	C0NTM1	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	447093	Histoplasma capsulatum G186AR	447093:000a35	C0NKS5	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	451804	Aspergillus fumigatus A1163	451804:000fea	B0Y2T6	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	451804	Aspergillus fumigatus A1163	451804:000249	B0Y2V2	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	452589	Trichoderma atroviride IMI 206040	452589:002e20	G9P4M4	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	452589	Trichoderma atroviride IMI 206040	452589:002769	G9P7Q3	Cohesin loading factor
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	481877	Enterocytozoon bieneusi H348	481877:00000f	A9CSZ1	Glutamyl-tRNA synthetase
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	482561	Paracoccidioides brasiliensis Pb03	482561:001bf9	C0S3Q8	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	482561	Paracoccidioides brasiliensis Pb03	482561:001516	C0S8D2	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	483514	Schizosaccharomyces octosporus yFS286	483514:000417	S9PPY4	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	486041	Laccaria bicolor S238N-H82	486041:001cd4	B0DJW7	
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	498257	Verticillium dahliae VdLs.17	498257:002270	G2XE56	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	498257	Verticillium dahliae VdLs.17	498257:001f7c	G2X4E4	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	500485	Penicillium rubens Wisconsin 54-1255	500485:002aec	B6HK72	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	500485	Penicillium rubens Wisconsin 54-1255	500485:001f69	B6HKJ9	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	502779	Paracoccidioides lutzii Pb01	502779:001adc	C1H0L2	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	502779	Paracoccidioides lutzii Pb01	502779:000d0a	C1GU76	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	502780	Paracoccidioides brasiliensis Pb18	502780:00174e	C1FYE5	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	502780	Paracoccidioides brasiliensis Pb18	502780:0011be	C1GJV1	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	510516	Aspergillus oryzae RIB40	510516:0015b3	Q2UA46	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	510516	Aspergillus oryzae RIB40	510516:00075a	Q2UA31	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	510516	Aspergillus oryzae RIB40	510516:0005c3	Q2U0A0	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	510951	Neurospora tetrasperma FGSC 2508	510951:0017d0	F8MDZ5	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	510951	Neurospora tetrasperma FGSC 2508	510951:000e71	F8MCG4	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	510952	Neurospora tetrasperma FGSC 2509	510952:002ad1	G4UG28	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	510952	Neurospora tetrasperma FGSC 2509	510952:00107c	G4UHS6	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	515849	Podospora anserina S mat+	515849:00264e	B2B637	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	515849	Podospora anserina S mat+	515849:001b42	B2B7E8	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	526221	Verticillium alfalfae VaMs.102	526221:002710	C9S8W6	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	526221	Verticillium alfalfae VaMs.102	526221:00250d	C9SNL3	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	535722	Microsporum gypseum CBS 118893	535722:0020e4	E4UVK5	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	535722	Microsporum gypseum CBS 118893	535722:0015f9	E5QYZ4	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	535722	Microsporum gypseum CBS 118893	535722:001215	E4URU4	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	544711	Histoplasma capsulatum H88	544711:00199e	F0UDB9	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	544711	Histoplasma capsulatum H88	544711:001409	F0UPY7	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	544712	Histoplasma capsulatum H143	544712:001d7f	C6HEC7	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	544712	Histoplasma capsulatum H143	544712:000c3e	C6HB16	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	545124	Saccharomyces cerevisiae AWRI1631	545124:001101	B5VI98	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	546991	Blumeria graminis f. sp. hordei DH14	546991:0009a7	N1JJL2	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	546991	Blumeria graminis f. sp. hordei DH14	546991:000773	N1JBU5	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	554155	Arthroderma otae CBS 113480	554155:001d17	C5FTG7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	554155	Arthroderma otae CBS 113480	554155:00144d	C5FI50	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	554155	Arthroderma otae CBS 113480	554155:00119c	C5FDF3	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	554373	Moniliophthora perniciosa FA553	554373:00077b	E2L4S4	Glutathione S-transferase, C-terminal
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559292	Saccharomyces cerevisiae S288c	559292:0010f1	GUS1	Glutamyl-tRNA synthetase
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559295	Lachancea thermotolerans CBS 6340	559295:000d0c	C5DLH1	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559297	Blastomyces dermatitidis ER-3	559297:00221d	C5G7L2	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559297	Blastomyces dermatitidis ER-3	559297:001601	C5GI07	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559298	Blastomyces gilchristii SLH14081	559298:001191	C5JJH7	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559298	Blastomyces gilchristii SLH14081	559298:000b3b	C5JFE0	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559304	Millerozyma farinosa CBS 7064	559304:001fb7	Piso0_004853	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559304	Millerozyma farinosa CBS 7064	559304:001777	Piso0_004853	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559305	Trichophyton rubrum CBS 118892	559305:001694	F2SG93	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559305	Trichophyton rubrum CBS 118892	559305:00128a	F2SFE9	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559305	Trichophyton rubrum CBS 118892	559305:0007a0	F2SNN8	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559307	Zygosaccharomyces rouxii CBS 732	559307:000c0f	C5E4X8	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559882	Trichophyton equinum CBS 127.97	559882:0020f8	F2PKU5	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559882	Trichophyton equinum CBS 127.97	559882:0013bb	F2PS18	SH3 domain
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	559882	Trichophyton equinum CBS 127.97	559882:000a81	F2Q1R0	Similarity:Belongs to the class-I aminoacyl-tRNA synthetase family.
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	561896	Postia placenta Mad-698-R	561896:0020be	B8P4K0	Transmembrane:Helical
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	561896	Postia placenta Mad-698-R	561896:001e2f	B8PN49	Transmembrane:Helical
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	561896	Postia placenta Mad-698-R	561896:001165	B8PF22	Transmembrane:Helical
EOG092C0OTH	Glutamyl/glutaminyl-tRNA synthetase	4751	561896	Postia placenta Mad-698-R	561896:00100e	B8NZF3	Transmembrane:Helical
